sentry,https://raw.githubusercontent.com/opensourcepledge/osspledge.com/main/contrib/example-schema.json
test,https://raw.githubusercontent.com/opensourcepledge/osspledge.com/main/contrib/example-schema.json
httptoolkit,https://httptoolkit.com/data/oss-pledge.json
